
param1:[07, 09, 10, 15, 24], param2:[ 04, 12] param3:[ 2023-03-29]
param1:[18, 23, 29, 33, 34], param2:[ 02, 07] param3:[ 2012-06-25]
param1:[04, 08, 17, 22, 25], param2:[ 04, 10] param3:[ 2012-06-23]
param1:[13, 23, 29, 31, 34], param2:[ 06, 08] param3:[ 2012-06-20]
param1:[09, 22, 23, 32, 34], param2:[ 06, 08] param3:[ 2012-06-18]
param1:[02, 04, 22, 25, 34], param2:[ 02, 11] param3:[ 2012-06-16]
param1:[01, 21, 31, 32, 35], param2:[ 03, 06] param3:[ 2012-06-13]
param1:[20, 22, 27, 30, 33], param2:[ 01, 02] param3:[ 2012-06-11]
param1:[01, 20, 25, 29, 33], param2:[ 04, 06] param3:[ 2012-06-09]
param1:[10, 22, 28, 29, 34], param2:[ 05, 11] param3:[ 2012-06-06]
param1:[09, 12, 13, 15, 30], param2:[ 09, 10] param3:[ 2012-06-04]
param1:[11, 25, 26, 29, 35], param2:[ 01, 02] param3:[ 2012-06-02]
param1:[21, 32, 33, 34, 35], param2:[ 08, 09] param3:[ 2012-05-30]
param1:[05, 10, 14, 27, 33], param2:[ 07, 09] param3:[ 2012-05-28]
param1:[02, 16, 21, 24, 30], param2:[ 06, 10] param3:[ 2012-05-26]
param1:[09, 13, 19, 21, 27], param2:[ 03, 04] param3:[ 2012-05-23]
param1:[13, 21, 29, 31, 35], param2:[ 04, 12] param3:[ 2012-05-21]
param1:[01, 02, 14, 33, 34], param2:[ 03, 05] param3:[ 2012-05-19]
param1:[11, 21, 23, 26, 34], param2:[ 07, 09] param3:[ 2012-05-16]
param1:[07, 22, 26, 32, 33], param2:[ 01, 08] param3:[ 2012-05-14]
param1:[01, 16, 18, 27, 30], param2:[ 10, 11] param3:[ 2012-05-12]
param1:[11, 12, 26, 28, 31], param2:[ 07, 12] param3:[ 2012-05-09]
param1:[10, 20, 26, 31, 33], param2:[ 10, 12] param3:[ 2012-05-07]
param1:[01, 02, 17, 18, 33], param2:[ 05, 12] param3:[ 2012-05-05]
param1:[13, 17, 22, 28, 29], param2:[ 01, 10] param3:[ 2012-05-02]
param1:[09, 18, 22, 27, 31], param2:[ 10, 12] param3:[ 2012-04-30]
param1:[06, 09, 26, 30, 35], param2:[ 05, 06] param3:[ 2012-04-28]
param1:[05, 07, 17, 30, 34], param2:[ 03, 10] param3:[ 2012-04-25]
param1:[04, 08, 19, 23, 27], param2:[ 04, 11] param3:[ 2012-04-23]
param1:[05, 11, 17, 20, 28], param2:[ 11, 12] param3:[ 2012-04-21]
param1:[03, 04, 14, 32, 35], param2:[ 01, 02] param3:[ 2012-04-18]
param1:[01, 06, 25, 31, 34], param2:[ 03, 09] param3:[ 2012-04-16]
param1:[07, 24, 27, 28, 35], param2:[ 07, 12] param3:[ 2012-04-14]
param1:[01, 02, 13, 22, 23], param2:[ 02, 10] param3:[ 2012-04-11]
param1:[02, 13, 23, 28, 29], param2:[ 01, 05] param3:[ 2012-04-09]
param1:[15, 21, 22, 24, 35], param2:[ 01, 05] param3:[ 2012-04-07]
param1:[11, 23, 25, 31, 35], param2:[ 01, 03] param3:[ 2012-04-04]
param1:[09, 13, 27, 31, 35], param2:[ 03, 10] param3:[ 2012-04-02]
param1:[01, 09, 20, 30, 31], param2:[ 08, 12] param3:[ 2012-03-31]
param1:[01, 04, 30, 32, 35], param2:[ 08, 12] param3:[ 2012-03-28]
param1:[01, 08, 15, 16, 29], param2:[ 08, 09] param3:[ 2012-03-26]
param1:[08, 13, 19, 27, 32], param2:[ 01, 08] param3:[ 2012-03-24]
param1:[07, 08, 16, 26, 34], param2:[ 07, 11] param3:[ 2012-03-21]
param1:[19, 21, 23, 25, 30], param2:[ 03, 08] param3:[ 2012-03-19]
param1:[03, 21, 22, 26, 32], param2:[ 01, 03] param3:[ 2012-03-17]
param1:[04, 07, 08, 18, 29], param2:[ 07, 10] param3:[ 2012-03-14]
param1:[10, 12, 15, 33, 34], param2:[ 03, 10] param3:[ 2012-03-12]
param1:[03, 10, 11, 22, 31], param2:[ 05, 07] param3:[ 2012-03-10]
param1:[10, 11, 22, 23, 29], param2:[ 02, 09] param3:[ 2012-03-07]
param1:[01, 02, 05, 12, 27], param2:[ 04, 07] param3:[ 2012-03-05]
param1:[03, 11, 17, 21, 30], param2:[ 03, 07] param3:[ 2012-03-03]
param1:[07, 09, 17, 29, 35], param2:[ 09, 10] param3:[ 2012-02-29]
param1:[07, 12, 20, 33, 35], param2:[ 01, 10] param3:[ 2012-02-27]
param1:[10, 15, 21, 31, 34], param2:[ 07, 08] param3:[ 2012-02-25]
param1:[12, 14, 27, 29, 34], param2:[ 03, 06] param3:[ 2012-02-22]
param1:[07, 09, 17, 30, 34], param2:[ 01, 12] param3:[ 2012-02-20]
param1:[03, 10, 14, 29, 31], param2:[ 04, 08] param3:[ 2012-02-18]
param1:[06, 11, 22, 29, 34], param2:[ 03, 12] param3:[ 2012-02-15]
param1:[05, 14, 20, 29, 31], param2:[ 08, 12] param3:[ 2012-02-13]
param1:[12, 13, 24, 26, 33], param2:[ 06, 08] param3:[ 2012-02-11]
param1:[10, 14, 24, 30, 32], param2:[ 01, 12] param3:[ 2012-02-08]
param1:[07, 08, 11, 12, 24], param2:[ 01, 02] param3:[ 2012-02-06]
param1:[06, 18, 22, 30, 35], param2:[ 02, 07] param3:[ 2012-02-04]
param1:[05, 19, 22, 29, 30], param2:[ 02, 04] param3:[ 2012-02-01]
param1:[25, 26, 29, 32, 34], param2:[ 05, 07] param3:[ 2012-01-30]
param1:[06, 14, 20, 29, 35], param2:[ 09, 10] param3:[ 2012-01-21]
param1:[06, 08, 30, 31, 32], param2:[ 01, 11] param3:[ 2012-01-18]
param1:[04, 05, 13, 17, 25], param2:[ 07, 10] param3:[ 2012-01-16]
param1:[03, 20, 22, 25, 27], param2:[ 01, 09] param3:[ 2012-01-14]
param1:[01, 02, 29, 31, 33], param2:[ 07, 12] param3:[ 2012-01-11]
param1:[10, 11, 22, 31, 32], param2:[ 06, 07] param3:[ 2012-01-09]
param1:[16, 22, 24, 33, 34], param2:[ 03, 10] param3:[ 2012-01-07]
param1:[03, 11, 14, 26, 29], param2:[ 07, 08] param3:[ 2012-01-04]
param1:[07, 27, 28, 32, 33], param2:[ 01, 12] param3:[ 2012-01-02]
param1:[04, 12, 16, 20, 28], param2:[ 08, 11] param3:[ 2011-12-31]
param1:[06, 22, 29, 30, 35], param2:[ 03, 05] param3:[ 2011-12-28]
param1:[01, 04, 06, 21, 35], param2:[ 02, 11] param3:[ 2011-12-26]
param1:[07, 11, 14, 20, 27], param2:[ 03, 10] param3:[ 2011-12-24]
param1:[13, 22, 30, 33, 34], param2:[ 06, 12] param3:[ 2011-12-21]
param1:[02, 07, 12, 29, 31], param2:[ 03, 05] param3:[ 2011-12-19]
param1:[07, 10, 11, 26, 31], param2:[ 03, 04] param3:[ 2011-12-17]
param1:[01, 15, 16, 27, 28], param2:[ 02, 07] param3:[ 2011-12-14]
param1:[09, 13, 19, 29, 34], param2:[ 02, 11] param3:[ 2011-12-12]
param1:[07, 15, 19, 24, 29], param2:[ 04, 06] param3:[ 2011-12-10]
param1:[07, 18, 24, 28, 33], param2:[ 02, 03] param3:[ 2011-12-07]
param1:[08, 09, 12, 25, 33], param2:[ 07, 10] param3:[ 2011-12-05]
param1:[04, 26, 30, 33, 34], param2:[ 04, 06] param3:[ 2011-12-03]
param1:[02, 11, 19, 22, 35], param2:[ 10, 12] param3:[ 2011-11-30]
param1:[01, 12, 32, 33, 34], param2:[ 09, 11] param3:[ 2011-11-28]
param1:[04, 06, 10, 15, 16], param2:[ 03, 04] param3:[ 2011-11-26]
param1:[17, 23, 26, 30, 32], param2:[ 06, 12] param3:[ 2011-11-23]
param1:[02, 15, 18, 23, 31], param2:[ 01, 02] param3:[ 2011-11-21]
param1:[08, 09, 11, 19, 33], param2:[ 03, 12] param3:[ 2011-11-19]
param1:[06, 22, 29, 33, 35], param2:[ 03, 12] param3:[ 2011-11-16]
param1:[01, 10, 12, 14, 17], param2:[ 09, 10] param3:[ 2011-11-14]
param1:[04, 11, 23, 26, 35], param2:[ 03, 12] param3:[ 2011-11-12]
param1:[12, 14, 16, 19, 33], param2:[ 02, 09] param3:[ 2011-11-09]
param1:[03, 05, 12, 18, 33], param2:[ 07, 11] param3:[ 2011-11-07]
param1:[08, 09, 13, 23, 35], param2:[ 11, 12] param3:[ 2011-11-05]
param1:[01, 07, 13, 18, 23], param2:[ 04, 08] param3:[ 2011-11-02]
param1:[03, 04, 06, 11, 13], param2:[ 01, 02] param3:[ 2011-10-31]
param1:[01, 11, 22, 26, 29], param2:[ 05, 08] param3:[ 2011-10-29]
param1:[07, 17, 29, 30, 33], param2:[ 10, 12] param3:[ 2011-10-26]
param1:[07, 10, 27, 34, 35], param2:[ 10, 12] param3:[ 2011-10-24]
param1:[08, 12, 14, 20, 25], param2:[ 06, 08] param3:[ 2011-10-22]
param1:[10, 14, 18, 19, 35], param2:[ 01, 06] param3:[ 2011-10-19]
param1:[03, 08, 23, 24, 34], param2:[ 05, 12] param3:[ 2011-10-17]
param1:[02, 03, 30, 31, 33], param2:[ 03, 09] param3:[ 2011-10-15]
param1:[20, 25, 26, 30, 31], param2:[ 09, 10] param3:[ 2011-10-12]
param1:[04, 15, 20, 26, 31], param2:[ 06, 12] param3:[ 2011-10-10]
param1:[04, 07, 11, 32, 35], param2:[ 05, 07] param3:[ 2011-10-08]
param1:[10, 12, 28, 32, 33], param2:[ 03, 05] param3:[ 2011-10-05]
param1:[10, 15, 18, 19, 26], param2:[ 07, 12] param3:[ 2011-10-03]
param1:[17, 26, 30, 31, 35], param2:[ 06, 11] param3:[ 2011-10-01]
param1:[06, 08, 17, 27, 35], param2:[ 02, 11] param3:[ 2011-09-28]
param1:[04, 05, 07, 10, 12], param2:[ 04, 05] param3:[ 2011-09-26]
param1:[06, 17, 28, 32, 33], param2:[ 08, 12] param3:[ 2011-09-24]
param1:[02, 11, 13, 23, 31], param2:[ 11, 12] param3:[ 2011-09-21]
param1:[30, 31, 33, 34, 35], param2:[ 04, 07] param3:[ 2011-09-19]
param1:[01, 11, 12, 22, 34], param2:[ 08, 10] param3:[ 2011-09-17]
param1:[07, 15, 18, 24, 28], param2:[ 01, 07] param3:[ 2011-09-14]
param1:[02, 06, 18, 30, 32], param2:[ 01, 08] param3:[ 2011-09-12]
param1:[01, 09, 29, 30, 35], param2:[ 05, 09] param3:[ 2011-09-10]
param1:[02, 11, 26, 32, 33], param2:[ 05, 12] param3:[ 2011-09-07]
param1:[07, 19, 27, 28, 34], param2:[ 02, 05] param3:[ 2011-09-05]
param1:[03, 04, 26, 29, 34], param2:[ 01, 03] param3:[ 2011-09-03]
param1:[19, 24, 28, 31, 34], param2:[ 04, 12] param3:[ 2011-08-31]
param1:[05, 12, 20, 28, 30], param2:[ 03, 07] param3:[ 2011-08-29]
param1:[08, 11, 13, 28, 33], param2:[ 08, 09] param3:[ 2011-08-27]
param1:[02, 06, 09, 12, 20], param2:[ 05, 08] param3:[ 2011-08-24]
param1:[06, 07, 28, 33, 35], param2:[ 01, 10] param3:[ 2011-08-22]
param1:[04, 19, 28, 31, 33], param2:[ 11, 12] param3:[ 2011-08-20]
param1:[03, 08, 20, 24, 25], param2:[ 01, 02] param3:[ 2011-08-17]
param1:[09, 12, 17, 19, 29], param2:[ 06, 11] param3:[ 2011-08-15]
param1:[11, 21, 22, 32, 34], param2:[ 04, 08] param3:[ 2011-08-13]
param1:[04, 06, 08, 19, 31], param2:[ 10, 11] param3:[ 2011-08-10]
param1:[10, 17, 19, 32, 33], param2:[ 01, 12] param3:[ 2011-08-08]
param1:[11, 17, 23, 29, 30], param2:[ 06, 08] param3:[ 2011-08-06]
param1:[02, 04, 29, 30, 34], param2:[ 05, 08] param3:[ 2011-08-03]
param1:[05, 06, 23, 27, 34], param2:[ 03, 04] param3:[ 2011-08-01]
param1:[20, 21, 27, 29, 35], param2:[ 03, 08] param3:[ 2011-07-30]
param1:[06, 13, 20, 25, 34], param2:[ 07, 09] param3:[ 2011-07-27]
param1:[04, 05, 06, 09, 15], param2:[ 01, 06] param3:[ 2011-07-25]
param1:[02, 17, 19, 21, 22], param2:[ 03, 10] param3:[ 2011-07-23]
param1:[14, 29, 31, 34, 35], param2:[ 01, 12] param3:[ 2011-07-20]
param1:[06, 08, 18, 20, 24], param2:[ 04, 08] param3:[ 2011-07-18]
param1:[07, 20, 25, 30, 32], param2:[ 05, 09] param3:[ 2011-07-16]
param1:[04, 13, 20, 21, 35], param2:[ 02, 09] param3:[ 2011-07-13]
param1:[05, 12, 30, 31, 32], param2:[ 01, 03] param3:[ 2011-07-11]
param1:[01, 03, 23, 30, 31], param2:[ 02, 10] param3:[ 2011-07-09]
param1:[04, 09, 16, 27, 30], param2:[ 02, 06] param3:[ 2011-07-06]
param1:[05, 08, 19, 33, 34], param2:[ 01, 12] param3:[ 2011-07-04]
param1:[18, 23, 25, 29, 30], param2:[ 01, 02] param3:[ 2011-07-02]
param1:[06, 09, 20, 23, 28], param2:[ 06, 10] param3:[ 2011-06-29]
param1:[07, 16, 23, 28, 31], param2:[ 03, 06] param3:[ 2011-06-27]
param1:[13, 19, 20, 22, 33], param2:[ 05, 11] param3:[ 2011-06-25]
param1:[03, 11, 13, 20, 35], param2:[ 03, 08] param3:[ 2011-06-22]
param1:[27, 31, 33, 34, 35], param2:[ 04, 06] param3:[ 2011-06-20]
param1:[09, 19, 22, 29, 30], param2:[ 02, 08] param3:[ 2011-06-18]
param1:[03, 05, 28, 29, 33], param2:[ 04, 12] param3:[ 2011-06-15]
param1:[01, 13, 16, 18, 32], param2:[ 07, 09] param3:[ 2011-06-13]
param1:[10, 17, 22, 24, 32], param2:[ 03, 10] param3:[ 2011-06-11]
param1:[06, 13, 18, 20, 33], param2:[ 09, 10] param3:[ 2011-06-08]
param1:[03, 11, 14, 25, 34], param2:[ 01, 04] param3:[ 2011-06-06]
param1:[01, 06, 27, 30, 34], param2:[ 01, 06] param3:[ 2011-06-04]
param1:[10, 17, 18, 26, 32], param2:[ 01, 05] param3:[ 2011-06-01]
param1:[06, 10, 17, 20, 21], param2:[ 03, 07] param3:[ 2011-05-30]
param1:[06, 07, 16, 18, 20], param2:[ 04, 10] param3:[ 2011-05-28]
param1:[03, 25, 29, 32, 34], param2:[ 09, 10] param3:[ 2011-05-25]
param1:[09, 16, 21, 29, 34], param2:[ 07, 10] param3:[ 2011-05-23]
param1:[01, 09, 27, 32, 33], param2:[ 03, 06] param3:[ 2011-05-21]
param1:[07, 11, 30, 31, 34], param2:[ 09, 12] param3:[ 2011-05-18]
param1:[03, 05, 29, 30, 31], param2:[ 08, 10] param3:[ 2011-05-16]
param1:[01, 07, 31, 32, 35], param2:[ 02, 10] param3:[ 2011-05-14]
param1:[05, 09, 16, 26, 35], param2:[ 03, 10] param3:[ 2011-05-11]
param1:[03, 16, 28, 31, 32], param2:[ 01, 09] param3:[ 2011-05-09]
param1:[13, 24, 31, 32, 33], param2:[ 03, 09] param3:[ 2011-05-07]
param1:[06, 08, 12, 17, 18], param2:[ 05, 10] param3:[ 2011-05-04]
param1:[04, 07, 29, 32, 33], param2:[ 08, 10] param3:[ 2011-05-02]
param1:[05, 06, 10, 22, 25], param2:[ 01, 09] param3:[ 2011-04-30]
param1:[13, 17, 25, 27, 28], param2:[ 02, 03] param3:[ 2011-04-27]
param1:[02, 15, 22, 33, 35], param2:[ 05, 08] param3:[ 2011-04-25]
param1:[09, 15, 16, 19, 29], param2:[ 04, 06] param3:[ 2011-04-23]
param1:[13, 21, 22, 29, 31], param2:[ 07, 11] param3:[ 2011-04-20]
param1:[11, 21, 24, 26, 31], param2:[ 06, 07] param3:[ 2011-04-18]
param1:[02, 08, 23, 33, 35], param2:[ 05, 10] param3:[ 2011-04-16]
param1:[06, 09, 18, 30, 32], param2:[ 10, 12] param3:[ 2011-04-13]
param1:[04, 05, 11, 13, 25], param2:[ 03, 06] param3:[ 2011-04-11]
param1:[03, 07, 15, 18, 20], param2:[ 01, 06] param3:[ 2011-04-09]
param1:[01, 11, 14, 22, 34], param2:[ 06, 08] param3:[ 2011-04-06]
param1:[07, 09, 11, 13, 33], param2:[ 10, 12] param3:[ 2011-04-04]
param1:[01, 12, 14, 22, 24], param2:[ 10, 12] param3:[ 2011-04-02]
param1:[03, 18, 29, 30, 33], param2:[ 08, 09] param3:[ 2011-03-30]
param1:[03, 04, 13, 15, 32], param2:[ 04, 09] param3:[ 2011-03-28]
param1:[03, 06, 09, 17, 27], param2:[ 03, 09] param3:[ 2011-03-26]
param1:[03, 19, 24, 29, 33], param2:[ 03, 09] param3:[ 2011-03-23]
param1:[07, 16, 23, 31, 33], param2:[ 03, 10] param3:[ 2011-03-21]
param1:[12, 17, 19, 22, 35], param2:[ 04, 11] param3:[ 2011-03-19]
param1:[15, 19, 25, 30, 33], param2:[ 03, 08] param3:[ 2011-03-16]
param1:[03, 09, 17, 24, 28], param2:[ 06, 12] param3:[ 2011-03-14]
param1:[01, 02, 13, 17, 28], param2:[ 01, 04] param3:[ 2011-03-12]
param1:[05, 14, 25, 34, 35], param2:[ 02, 05] param3:[ 2011-03-09]
param1:[01, 09, 15, 20, 29], param2:[ 07, 09] param3:[ 2011-03-07]
param1:[08, 09, 25, 28, 29], param2:[ 02, 10] param3:[ 2011-03-05]
param1:[12, 15, 16, 20, 33], param2:[ 08, 12] param3:[ 2011-03-02]
param1:[05, 13, 16, 18, 24], param2:[ 02, 12] param3:[ 2011-02-28]
param1:[09, 14, 24, 25, 34], param2:[ 01, 04] param3:[ 2011-02-26]
param1:[01, 09, 13, 17, 30], param2:[ 02, 08] param3:[ 2011-02-23]
param1:[09, 12, 19, 22, 28], param2:[ 01, 05] param3:[ 2011-02-21]
param1:[08, 21, 23, 27, 33], param2:[ 06, 11] param3:[ 2011-02-19]
param1:[16, 22, 24, 32, 34], param2:[ 02, 10] param3:[ 2011-02-16]
param1:[16, 19, 24, 26, 31], param2:[ 02, 04] param3:[ 2011-02-14]
param1:[15, 20, 30, 33, 35], param2:[ 06, 09] param3:[ 2011-02-12]
param1:[08, 18, 19, 22, 23], param2:[ 01, 03] param3:[ 2011-02-09]
param1:[02, 14, 20, 21, 24], param2:[ 02, 09] param3:[ 2011-01-31]
param1:[05, 08, 14, 28, 30], param2:[ 04, 06] param3:[ 2011-01-29]
param1:[03, 12, 19, 25, 30], param2:[ 08, 11] param3:[ 2011-01-26]
param1:[02, 17, 23, 24, 30], param2:[ 02, 09] param3:[ 2011-01-24]
param1:[04, 08, 10, 14, 27], param2:[ 05, 07] param3:[ 2011-01-22]
param1:[09, 10, 11, 14, 24], param2:[ 03, 08] param3:[ 2011-01-19]
param1:[01, 23, 26, 27, 30], param2:[ 05, 06] param3:[ 2011-01-17]
param1:[14, 24, 32, 33, 35], param2:[ 02, 09] param3:[ 2011-01-15]
param1:[02, 08, 16, 26, 35], param2:[ 11, 12] param3:[ 2011-01-12]
param1:[01, 07, 25, 27, 30], param2:[ 07, 12] param3:[ 2011-01-10]
param1:[07, 08, 10, 23, 25], param2:[ 07, 09] param3:[ 2011-01-08]
param1:[01, 24, 27, 30, 31], param2:[ 01, 06] param3:[ 2011-01-05]
param1:[11, 13, 27, 28, 29], param2:[ 02, 06] param3:[ 2011-01-03]
param1:[07, 08, 15, 32, 34], param2:[ 05, 12] param3:[ 2011-01-01]
param1:[06, 07, 16, 24, 35], param2:[ 04, 06] param3:[ 2010-12-29]
param1:[02, 05, 18, 22, 23], param2:[ 07, 12] param3:[ 2010-12-27]
param1:[01, 10, 32, 33, 35], param2:[ 03, 08] param3:[ 2010-12-25]
param1:[05, 24, 28, 29, 35], param2:[ 01, 09] param3:[ 2010-12-22]
param1:[05, 22, 24, 25, 30], param2:[ 01, 06] param3:[ 2010-12-20]
param1:[03, 04, 08, 10, 35], param2:[ 02, 06] param3:[ 2010-12-18]
param1:[01, 15, 19, 21, 23], param2:[ 11, 12] param3:[ 2010-12-15]
param1:[14, 17, 30, 31, 34], param2:[ 04, 10] param3:[ 2010-12-13]
param1:[18, 19, 27, 28, 33], param2:[ 03, 06] param3:[ 2010-12-11]
param1:[02, 11, 16, 22, 31], param2:[ 10, 11] param3:[ 2010-12-08]
param1:[10, 16, 18, 22, 27], param2:[ 06, 08] param3:[ 2010-12-06]
param1:[10, 11, 19, 21, 27], param2:[ 04, 06] param3:[ 2010-12-04]
param1:[05, 11, 17, 23, 33], param2:[ 03, 10] param3:[ 2010-12-01]
param1:[06, 18, 20, 30, 31], param2:[ 03, 06] param3:[ 2010-11-29]
param1:[03, 13, 16, 19, 29], param2:[ 07, 09] param3:[ 2010-11-27]
param1:[08, 12, 14, 19, 27], param2:[ 05, 06] param3:[ 2010-11-24]
param1:[22, 27, 28, 33, 35], param2:[ 09, 11] param3:[ 2010-11-22]
param1:[03, 13, 18, 30, 33], param2:[ 07, 08] param3:[ 2010-11-20]
param1:[14, 17, 19, 26, 32], param2:[ 03, 04] param3:[ 2010-11-17]
param1:[09, 12, 13, 19, 30], param2:[ 04, 05] param3:[ 2010-11-15]
param1:[11, 16, 17, 21, 22], param2:[ 03, 06] param3:[ 2010-11-13]
param1:[18, 21, 23, 25, 29], param2:[ 06, 11] param3:[ 2010-11-10]
param1:[10, 15, 22, 28, 29], param2:[ 04, 12] param3:[ 2010-11-08]
param1:[05, 06, 09, 10, 34], param2:[ 08, 11] param3:[ 2010-11-06]
param1:[14, 15, 24, 25, 26], param2:[ 03, 07] param3:[ 2010-11-03]
param1:[06, 17, 19, 29, 35], param2:[ 02, 08] param3:[ 2010-11-01]
param1:[03, 22, 24, 30, 33], param2:[ 04, 10] param3:[ 2010-10-30]
param1:[03, 05, 09, 13, 33], param2:[ 05, 11] param3:[ 2010-10-27]
param1:[01, 07, 09, 14, 19], param2:[ 09, 12] param3:[ 2010-10-25]
param1:[01, 09, 27, 29, 34], param2:[ 01, 06] param3:[ 2010-10-23]
param1:[18, 20, 30, 32, 33], param2:[ 01, 11] param3:[ 2010-10-20]
param1:[05, 06, 11, 13, 26], param2:[ 02, 07] param3:[ 2010-10-18]
param1:[21, 22, 31, 32, 34], param2:[ 02, 12] param3:[ 2010-10-16]
param1:[08, 10, 18, 34, 35], param2:[ 06, 10] param3:[ 2010-10-13]
param1:[05, 13, 14, 23, 26], param2:[ 02, 03] param3:[ 2010-10-11]
param1:[19, 22, 23, 29, 35], param2:[ 08, 10] param3:[ 2010-10-09]
param1:[04, 06, 21, 27, 34], param2:[ 05, 09] param3:[ 2010-10-06]
param1:[14, 22, 27, 28, 35], param2:[ 04, 10] param3:[ 2010-10-04]
param1:[05, 07, 10, 15, 32], param2:[ 03, 08] param3:[ 2010-10-02]
param1:[03, 07, 22, 25, 35], param2:[ 03, 11] param3:[ 2010-09-29]
param1:[05, 16, 22, 23, 32], param2:[ 04, 10] param3:[ 2010-09-27]
param1:[14, 15, 18, 34, 35], param2:[ 08, 10] param3:[ 2010-09-25]
param1:[03, 06, 13, 14, 29], param2:[ 01, 02] param3:[ 2010-09-22]
param1:[21, 29, 30, 33, 35], param2:[ 07, 11] param3:[ 2010-09-20]
param1:[01, 02, 08, 11, 25], param2:[ 10, 12] param3:[ 2010-09-18]
param1:[01, 10, 13, 19, 34], param2:[ 09, 12] param3:[ 2010-09-15]
param1:[14, 17, 22, 27, 34], param2:[ 03, 05] param3:[ 2010-09-13]
param1:[05, 27, 28, 29, 34], param2:[ 09, 12] param3:[ 2010-09-11]
param1:[05, 17, 26, 27, 35], param2:[ 08, 09] param3:[ 2010-09-08]
param1:[14, 25, 30, 32, 33], param2:[ 01, 11] param3:[ 2010-09-06]
param1:[10, 14, 29, 30, 35], param2:[ 05, 08] param3:[ 2010-09-04]
param1:[04, 15, 19, 24, 35], param2:[ 01, 10] param3:[ 2010-09-01]
param1:[11, 15, 22, 27, 35], param2:[ 05, 08] param3:[ 2010-08-30]
param1:[19, 20, 30, 33, 35], param2:[ 06, 08] param3:[ 2010-08-28]
param1:[03, 11, 17, 21, 30], param2:[ 01, 08] param3:[ 2010-08-25]
param1:[02, 03, 12, 13, 25], param2:[ 01, 07] param3:[ 2010-08-23]
param1:[09, 17, 21, 28, 29], param2:[ 02, 08] param3:[ 2010-08-21]
param1:[04, 09, 24, 30, 35], param2:[ 01, 10] param3:[ 2010-08-18]
param1:[12, 14, 16, 19, 25], param2:[ 01, 06] param3:[ 2010-08-16]
param1:[20, 32, 33, 34, 35], param2:[ 06, 07] param3:[ 2010-08-14]
param1:[02, 04, 09, 28, 29], param2:[ 05, 08] param3:[ 2010-08-11]
param1:[02, 15, 29, 30, 34], param2:[ 02, 12] param3:[ 2010-08-09]
param1:[06, 10, 23, 26, 31], param2:[ 05, 07] param3:[ 2010-08-07]
param1:[08, 24, 26, 31, 32], param2:[ 07, 09] param3:[ 2010-08-04]
param1:[04, 10, 13, 18, 23], param2:[ 08, 10] param3:[ 2010-08-02]
param1:[03, 05, 14, 30, 35], param2:[ 03, 06] param3:[ 2010-07-31]
param1:[01, 12, 20, 21, 24], param2:[ 02, 08] param3:[ 2010-07-28]
param1:[01, 02, 12, 19, 35], param2:[ 05, 07] param3:[ 2010-07-26]
param1:[02, 10, 16, 18, 34], param2:[ 02, 03] param3:[ 2010-07-24]
param1:[03, 13, 14, 22, 26], param2:[ 02, 05] param3:[ 2010-07-21]
param1:[07, 11, 21, 22, 35], param2:[ 04, 07] param3:[ 2010-07-19]
param1:[05, 08, 24, 29, 30], param2:[ 04, 06] param3:[ 2010-07-17]
param1:[14, 18, 20, 24, 27], param2:[ 05, 10] param3:[ 2010-07-14]
param1:[08, 19, 27, 29, 34], param2:[ 04, 10] param3:[ 2010-07-12]
param1:[01, 04, 21, 22, 24], param2:[ 02, 05] param3:[ 2010-07-10]
param1:[02, 03, 15, 28, 35], param2:[ 01, 11] param3:[ 2010-07-07]
param1:[06, 07, 09, 17, 24], param2:[ 02, 12] param3:[ 2010-07-05]
param1:[09, 12, 16, 19, 35], param2:[ 02, 12] param3:[ 2010-07-03]
param1:[10, 12, 17, 23, 27], param2:[ 05, 07] param3:[ 2010-06-30]
param1:[03, 07, 20, 27, 32], param2:[ 02, 12] param3:[ 2010-06-28]
param1:[04, 09, 11, 30, 32], param2:[ 01, 11] param3:[ 2010-06-26]
param1:[05, 10, 17, 23, 25], param2:[ 03, 10] param3:[ 2010-06-23]
param1:[07, 12, 26, 30, 32], param2:[ 02, 07] param3:[ 2010-06-21]
param1:[05, 14, 23, 25, 28], param2:[ 11, 12] param3:[ 2010-06-19]
param1:[06, 17, 18, 25, 29], param2:[ 08, 09] param3:[ 2010-06-16]
param1:[11, 17, 19, 20, 34], param2:[ 06, 10] param3:[ 2010-06-14]
param1:[01, 11, 19, 30, 32], param2:[ 03, 10] param3:[ 2010-06-12]
param1:[15, 21, 22, 24, 27], param2:[ 01, 06] param3:[ 2010-06-09]
param1:[05, 08, 13, 14, 32], param2:[ 08, 11] param3:[ 2010-06-07]
param1:[07, 10, 12, 20, 21], param2:[ 06, 09] param3:[ 2010-06-05]
param1:[07, 14, 16, 30, 31], param2:[ 03, 06] param3:[ 2010-06-02]
param1:[06, 07, 18, 30, 31], param2:[ 07, 08] param3:[ 2010-05-31]
param1:[05, 12, 14, 17, 22], param2:[ 05, 07] param3:[ 2010-05-29]
param1:[10, 13, 22, 33, 34], param2:[ 01, 05] param3:[ 2010-05-26]
param1:[06, 10, 14, 25, 34], param2:[ 01, 03] param3:[ 2010-05-24]
param1:[06, 15, 17, 19, 30], param2:[ 01, 12] param3:[ 2010-05-22]
param1:[15, 17, 24, 32, 35], param2:[ 07, 09] param3:[ 2010-05-19]
